Year,LocationAbbr,LocationDesc,Question,DataValue,Gender
2013,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.2,Female
2015,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.9,Female
2015,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Female
2011,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.4,Female
2015,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62,Overall
2011,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.1,Overall
2015,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.7,Male
2011,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,56.8,Male
2011,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,83.3,Female
2015,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,82.9,Male
2015,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,81.5,Overall
2011,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.4,Overall
2015,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.3,Female
2011,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.2,Male
2013,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.2,Female
2013,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.2,Overall
2013,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.2,Male
2013,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70,Female
2015,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69,Male
2015,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.9,Overall
2011,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Female
2013,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.2,Overall
2015,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.9,Female
2011,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Overall
2011,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.4,Male
2013,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.8,Male
2013,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77,Female
2013,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.8,Overall
2013,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.8,Male
2011,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Male
2011,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.8,Female
2011,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.5,Overall
2011,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71,Overall
2011,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.8,Female
2011,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.3,Male
2015,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.3,Female
2013,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.9,Female
2015,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68,Female
2015,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67,Overall
2013,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.6,Overall
2015,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,65,Male
2013,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.5,Male
2015,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Overall
2015,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.6,Male
2011,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.6,Female
2013,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.2,Overall
2013,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Female
2013,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Male
2015,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72,Female
2015,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Male
2015,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Overall
2011,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.5,Overall
2011,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.9,Male
2013,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67,Female
2013,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.8,Male
2011,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.7,Female
2013,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.7,Overall
2015,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Overall
2011,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Overall
2015,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.4,Female
2011,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.8,Male
2015,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.7,Male
2015,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72,Female
2015,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.6,Overall
2013,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.9,Male
2015,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.5,Male
2011,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.4,Male
2013,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.4,Male
2013,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.3,Overall
2011,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.1,Female
2011,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.1,Overall
2013,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.8,Overall
2011,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Overall
2015,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.3,Female
2013,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.1,Female
2011,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65,Male
2015,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.8,Overall
2011,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,64.6,Female
2015,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.4,Male
2013,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,63.5,Female
2013,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77,Male
2015,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.9,Female
2013,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,73.3,Male
2013,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.2,Overall
2011,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Female
2011,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall
2015,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.7,Overall
2011,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.9,Male
2013,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.7,Overall
2013,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.6,Female
2011,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.2,Female
2015,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,65.3,Male
2011,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64,Overall
2015,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.9,Female
2013,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Female
2011,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.9,Male
2015,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.1,Overall
2015,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57,Male
2015,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.5,Male
2011,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.3,Male
2015,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.2,Overall
2015,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75,Female
2013,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.8,Female
2011,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.7,Overall
2011,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.3,Female
2013,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.8,Overall
2013,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.7,Male
2013,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.5,Female
2013,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.8,Overall
2013,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.1,Male
2011,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.9,Female
2011,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Overall
2015,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.8,Male
2015,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.1,Overall
2011,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.7,Male
2015,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.4,Female
2011,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.5,Male
2011,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.3,Overall
2015,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.4,Male
2013,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Male
2011,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.8,Female
2013,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall
2015,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.8,Overall
2013,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.5,Female
2011,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.1,Male
2011,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.8,Overall
2011,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Female
2015,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.3,Female
2015,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.3,Overall
2015,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.2,Male
2015,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,64.7,Female
